,loss,accuracy,top_k_categorical_accuracy,val_loss,val_accuracy,val_top_k_categorical_accuracy
0,1.0596547578981295,0.7253926396369934,0.9122939109802246,1.0159035204889293,0.7347773909568787,0.9175659418106079
1,1.0215808244473463,0.7333546876907349,0.9171486496925354,0.9974863900395925,0.7384317517280579,0.9197991490364075
2,1.007743982025861,0.7360907793045044,0.9189871549606323,0.9887223895676359,0.7399075627326965,0.9209548234939575
3,1.0003357587322412,0.7375702857971191,0.9199801087379456,0.983789036968749,0.740821123123169,0.9216185212135315
4,0.9958004459134118,0.7384487390518188,0.9205976128578186,0.980782820436055,0.7413599491119385,0.9220636487007141
5,0.9927524580753485,0.7390506267547607,0.9210017323493958,0.9788128825242886,0.7415239214897156,0.9224228262901306
6,0.9905553858843369,0.7394322156906128,0.9212930798530579,0.9774788121977253,0.7417659759521484,0.922563374042511
7,0.9888895266529554,0.739733099937439,0.9214908480644226,0.9765000094672639,0.742179811000824,0.9228522777557373
8,0.9875635079925503,0.7400123476982117,0.921606183052063,0.9757587600372984,0.7423437833786011,0.9229303598403931
9,0.9864772317386153,0.7401806116104126,0.9217241406440735,0.9751766316904993,0.742492139339447,0.923078715801239
10,0.9855631526675885,0.7403765916824341,0.921796977519989,0.9747451177376235,0.7426326870918274,0.9230630993843079
11,0.9847771263321795,0.7405092716217041,0.921875,0.9743858322411955,0.7427420020103455,0.9230552911758423
12,0.9840943330737152,0.7406436800956726,0.9219443798065186,0.9740811444804102,0.742749810218811,0.9231724143028259
13,0.9834883538247238,0.7406324148178101,0.9219938516616821,0.9738255295448912,0.7428122758865356,0.9232348799705505
14,0.9829520155302824,0.7408197522163391,0.9220762252807617,0.9736448068342761,0.742898166179657,0.9232583045959473
15,0.9824632497958927,0.7409047484397888,0.9221421480178833,0.9734604154042379,0.742898166179657,0.9232583045959473
16,0.9820182960954614,0.7410616874694824,0.9221551418304443,0.9733202891673395,0.7430309653282166,0.9232739210128784
17,0.9816172284716326,0.7410790324211121,0.9222002029418945,0.9731851769778543,0.7429919242858887,0.9233207702636719
18,0.9812467576850991,0.741169273853302,0.9222583174705505,0.9730849312451071,0.7432417869567871,0.9233441948890686
19,0.9809074745919377,0.7411848306655884,0.9222999811172485,0.9729898538656101,0.7432027459144592,0.9233910441398621
20,0.9805896889178702,0.7413123250007629,0.9223363995552063,0.9728869661361633,0.7431168556213379,0.9234144687652588
21,0.9802930692431641,0.7413513660430908,0.9223554730415344,0.9728449736526626,0.7431558966636658,0.9235081672668457
22,0.980018645621201,0.7414181232452393,0.9223520159721375,0.9727823659331499,0.7431637048721313,0.9235237836837769
23,0.979762697672949,0.7414320111274719,0.9223901629447937,0.9727188546262577,0.7432339787483215,0.9235550165176392
24,0.9795202021314099,0.7415239214897156,0.9224117994308472,0.9726784144808909,0.7431715130805969,0.9235550165176392
25,0.9792976324069932,0.7415534257888794,0.9224759936332703,0.9726498600489603,0.7432886362075806,0.9235081672668457
26,0.9790850711042661,0.7416375279426575,0.9224612712860107,0.9726122178717288,0.7431480884552002,0.9235784411430359
27,0.978880651126796,0.7416063547134399,0.9225133061408997,0.9725811087680672,0.7432183623313904,0.923594057559967
28,0.9786939918861283,0.7416965365409851,0.9225228428840637,0.9725477323084772,0.7432183623313904,0.9236643314361572
29,0.9785147367029953,0.7417442202568054,0.9225427508354187,0.972559195554661,0.7431871294975281,0.9236409068107605
30,0.9783438685629477,0.7417676448822021,0.9225592613220215,0.9725292073990295,0.743226170539856,0.9236409068107605
31,0.9781834851083944,0.7418413758277893,0.9225817918777466,0.9725067452518288,0.7432339787483215,0.9236330986022949
32,0.9780273813735192,0.7418084144592285,0.9225748777389526,0.9724821889709808,0.7431793212890625,0.9236174821853638
33,0.9778813577823735,0.741888165473938,0.9226199388504028,0.9724872484654485,0.7432574033737183,0.9236096739768982
34,0.9777445739414161,0.7419688105583191,0.9226312637329102,0.9724691493544512,0.7432417869567871,0.9235550165176392
35,0.9776083698836556,0.741962730884552,0.9226095676422119,0.9724796822447025,0.7432339787483215,0.9235003590583801
36,0.9774816738263193,0.7419662475585938,0.92269366979599,0.9724734953777519,0.7432183623313904,0.9236252903938293
